path_id	rank	pmid	year	relevance_grade	classification_reason	low_relevance_causes	detected_signals	title	abstract
Q1_database_algorithm_instability	25	40446574	2025	B	Contains a usable database or algorithm reliability observation.	docking_or_MD_misread_as_empirical_validation;generic_limitation_or_sensitivity_word	docking_only;method_weak;network_pharmacology	Predicting the molecular mechanism of ginger targeting PRMT1/BTG2 axis to inhibit gastric cancer based on WGCNA and machine algorithms.	OBJECTIVE: The aim of this study was to screen the biomarkers of ginger against gastric cancer (GC) by network pharmacology, WGCNA and machine algorithms. To find the upstream transcription factors and downstream signaling proteins constituting the signaling axis, so as to predict the possible mechanism of action of ginger against GC. METHODS: Ginger was screened for active ingredients and targets through public databases. GC genes were screened using disease database, GEO database and WGCNA. The intersection of the four was taken to obtain the potential core genes. Machine algorithms was used to screen the core genes. Clinical relevance analysis, gene mutation relationship, epigenetic regulation analysis, immune infiltration analysis and molecular docking validation were performed on the core genes. Find its upstream transcription factors and downstream signaling proteins through database. RESULTS: 35 intersecting genes were obtained by databases and WGCNA analysis. Machine algorithms and PPI were combined to finally screen the core gene PRMT1. The upstream transcription factor of PRMT1 was identified as EGR1 and the downstream protein as BTG2 by database and molecular docking. CONCLUSION: In this study, we found that PRMT1 could be used as a biomarker for ginger against GC using network pharmacology, WGCNA and machine algorithms. We hypothesized that ginger may exert antitumor effects through PRMT1/BTG2, providing new insights into the pharmacological mechanism of ginger against GC.
Q1_database_algorithm_instability	26	40441462	2025	B	Contains a usable database or algorithm reliability observation.	generic_in_vivo_in_vitro_or_validation_without_target_test;generic_limitation_or_sensitivity_word	context;generic_experiment;method_weak;network_pharmacology	Excavation of Q-markers from Ba-Zi-Bu-Shen capsule through efficacy evaluation, chemical profile, three-dimensions-overall analysis and anti-osteoporosis bioactivity based on combinatorial algorithm.	ETHNOPHARMACOLOGICAL RELEVANCE: Ba-Zi-Bu-Shen capsule (BZBS), derived from the renowned Wu-Zi-Yan-Zong formulation of the Tang Dynasty, has been used as a kidney-tonifying as well as for the treatment of soreness of the waist and knees. However, there is a lack of quality control methods that can comprehensively reflect the bone regulating activity of the multi-components in BZBS. AIM OF THE STUDY: This study aims to excavate Q-markers from Ba-Zi-Bu-Shen capsule through efficacy evaluation, chemical profile, three-dimensions overall analysis and anti-osteoporosis bioactivity based on a holistic combinatorial algorithm. MATERIALS AND METHODS: Firstly, the effects of BZBS were evaluated through behaviours, biochemical analysis, bone microstructure in the hydrocortisone induced ovariectomized rat model of osteoporosis associated with kidney-yang deficiency (OKYD). Secondly, profiling and identification of the chemical constituents of BZBS in vitro and in vivo were performed by an efficient interpretation approach with automatic matching software and molecular networking using UPLC-Q-TOF-MS. Thirdly, UPLC-QQQ-MS was used to quantify candidate compounds in 10 batches of BZBS. Then, the absorbed candidate compound-target-pathway network was constructed that implied potential therapeutic mechanisms of the candidate compounds on osteoporosis. Based on component analysis, content determination as well as network pharmacology results, a combinatorial algorithm was established to analyze different combinations of absorbed candidate compounds by using R code. Subsequently, the initial Q-markers were selected by taking regression area in content, structural diversity and osteoporosis target diversity of different combinations. Finally, the Q-markers were confirmed by using the activity evaluation system of osteoblast differentiation and mineralization, and osteoclast differentiation. RESULTS: BZBS effectively improved body weight, temperature, behaviours, cAMP/cGMP, hormone levels, and bone microarchitecture (bone mineral density, bone volume/tissue volume, trabecular number, trabecular thickness, structure model index) in OKYD rats. A total of 42 xenobiotics (26 prototypes and 16 metabolites) were characterized from BZBS in OKYD rat plasma. Then, 17 absorbed candidate compounds were selected. Comparison of regression area of 131071 combinations from candidate compounds, the minimalist combination of 8 initial Q-markers (hyperin, osthole, epimedin C, icariin, schisandrin, cuscutamine, magnoflorine and 19α-hydroxyasiatic acid) were selected by covering high content, multiple structures and multiple targets (RA≥0.8×RAmax;CV≤10%). Combined the anti-osteoporosis activity evaluation (osteoblast differentiation and mineralization, and osteoclast differentiation), the above 8 components, featured 7 core chemical structures, were identified as Q-markers of BZBS. CONCLUSION: This work provided a holistic perspective to solve the quality control of TCM preparations.
Q1_database_algorithm_instability	27	40235894	2025	D	Does not substantively match the path goal.	network_pharmacology_phrase_not_substantive;docking_or_MD_misread_as_empirical_validation;generic_limitation_or_sensitivity_word	context;docking_only	Identification of key hub genes associated with anti-gastric cancer effects of lotus plumule based on machine learning algorithms.	BACKGROUND: Lotus plumule and its active components have demonstrated inhibitory effects on gastric cancer (GC). However, the molecular mechanism of lotus plumule against GC remains unclear and requires further investigation. AIM: To identify the key hub genes associated with the anti-GC effects of lotus plumule. METHODS: This study investigated the potential targets of traditional Chinese medicine for inhibiting GC using weighted gene co-expression network analysis and bioinformatics. Initially, the active components and targets of the lotus plumule and the differentially expressed genes associated with GC were identified. Subsequently, a protein-protein interaction network was constructed to elucidate the interactions between drug targets and disease-related genes, facilitating the identification of hub genes within the network. The clinical significance of these hub genes was evaluated, and their upstream transcription factors and downstream targets were identified. The binding ability of a hub gene with its downstream targets was verified using molecular docking technology. Finally, molecular docking was performed to evaluate the binding affinity between the active ingredients of lotus plumule and the hub gene. RESULTS: This study identified 26 genes closely associated with GC. Machine learning analysis and external validation narrowed the list to four genes: Aldo-keto reductase family 1 member B10, fructose-bisphosphatase 1, protein arginine methyltransferase 1, and carbonic anhydrase 9. These genes indicated a strong correlation with anti-GC activity. CONCLUSION: Lotus plumule exhibits anti-GC effects. This study identified four hub genes with potential as novel targets for diagnosing and treating GC, providing innovative perspectives for its clinical management.
Q1_database_algorithm_instability	28	39425661	2025	B	Contains a usable database or algorithm reliability observation.	generic_limitation_or_sensitivity_word	method_weak;network_pharmacology	Ocular adverse events associated with GLP-1 receptor agonists: a real-world study based on the FAERS database and network pharmacology.	OBJECTIVE: This study evaluates the risk of ocular adverse events (AEs) associated with glucagon-like peptide-1 receptor agonists (GLP-1 RAs) using data from the FDA Adverse Event Reporting System (FAERS) and network pharmacology methods. METHODS: FAERS data from 2004 to 2024 were analyzed for ocular AEs linked to GLP-1 RA treatments. Disproportionality analysis (Reporting Odds Ratio, ROR) was used to identify signals, and a drug-gene interaction network explored potential mechanisms. RESULTS: Among 17,785,793 FAERS reports, semaglutide and lixisenatide were significantly associated with ocular AEs, with RORs of 1.25 (95% CI, 1.20-1.31) and 1.96 (95% CI, 1.70-2.27), respectively. Commonly reported AEs included blurred vision, visual impairment, and diabetic retinopathy, with some AEs occurring as early as 10 days after treatment initiation. Gene enrichment analysis highlighted potential links between GLP-1-related genes and ocular AEs. CONCLUSION: The widespread use of GLP-1 RAs has raised concerns regarding their ophthalmic safety. This study contributes new evidence from real-world data, suggesting that semaglutide and lixisenatide are associated with significant risks of ocular AEs. Further experimental studies are warranted to elucidate the underlying mechanisms and confirm these associations.
Q1_database_algorithm_instability	29	40017595	2025	C	Uses the field terminology but does not directly compare data or algorithms.	docking_or_MD_misread_as_empirical_validation;generic_limitation_or_sensitivity_word	docking_only;network_pharmacology	Exploring skin adverse events and mechanisms of apalutamide using data mining algorithms and network pharmacology.	BACKGROUND: Skin adverse events of apalutamide pose a major challenge to its clinical use, particularly the severe and difficult to identify toxic epidermal necrolysis. For the purpose of providing the basis for the clinical monitoring of the administration of apalutamide and further research. This study examined the pathways of apalutamide and Stephen Johnson Syndrome/Toxic Epidermal Necrolysis using network pharmacology and data mining tools to analyze skin adverse events. METHODS: Using the Information Component method and the Reporting Odds Ratio, the relationship between apalutamide and skin adverse events was evaluated. Molecular docking was utilized to explore the potential mechanism of apalutamide and Stephen Johnson Syndrome/toxic epidermal necrolysis. RESULTS: With a median time to onset of all skin adverse events of 55 days, a total of 21 skin-related adverse events were found. Low body weight and advanced age may be major hazards for skin adverse events with apalutamide. The results showed a substantial association between apalutamide and Stephen Johnson Syndrome/toxic epidermal necrolysis, and the mechanism behind this association may be the binding of apalutamide to JAK1 and JAK2. CONCLUSION: Special attention is recommended for skin adverse events when using apalutamide, especially for rapidly progressing and severe adverse events. To confirm the connection between the triad of Janus kinase, apalutamide, and skin adverse events, further research is required in the future.
Q1_database_algorithm_instability	30	39246014	2025	C	Uses the field terminology but does not directly compare data or algorithms.	generic_in_vivo_in_vitro_or_validation_without_target_test;generic_limitation_or_sensitivity_word	generic_experiment;network_pharmacology	Establishing a link between the chemical composition and biological activities of Gladiolus italicus Mill. from the Turkish flora utilizing in vitro, in silico and network pharmacological methodologies.	OBJECTIVES: Five solvent extracts (n-hexane, ethyl acetate, ethanol, ethanol/water (70%), and water) of Gladiolus italicus Mill. from Turkey were evaluated for chemical and biological properties. METHODS: Antioxidant activities, inhibitory properties against key enzymes involved in the etiology of chronic diseases were tested, as well as cytotoxic effects on different cell lines. Chemical characterization was also carried out to determine the most abundant compounds of each extract. RESULTS: The highest total phenolic content (TPC) was observed in the water extract while highest TFC in ethanol/water extract. The most abundant compounds in the extracts were hyperoside (69041.06 mg kg-1), isoquercitrin (46239.49 mg kg-1), delphindin-3,5-diglucoside (42043.81 mg kg-1), myricetin (21486.61 mg kg-1), and kaempferol-3-glucoside (21199.76 mg kg-1). Molecular dynamic (MD) simulations confirmed the structural stability and dynamic conformational integrity of these complexes over a period of 100 ns. In network pharmacology, A total of 657 unique target genes were screened: 52 associated with programmed cell death-1 (PD-1), 85 with vascular endothelial growth factor receptor-2 (VEGFR2), and 130 with fibroblast growth factor receptor-2 (FGFR2), identifying crucial gene interactions for these proteins. Gene ontology (GO) and Kyoto Encyclopedia of Genes and Genomes (KEGG) pathway enrichment analyses were conducted, revealing significant interactions and pathways such as the advanced glycation end products (AGE) and their receptors (RAGE) signaling pathway in diabetic complications and T- helper 17 (Th17) cell differentiation, among others. This elucidation of complex networks involving key genes like AKT Serine/Threonine Kinase 1 (AKT1), MYC proto-oncogene (MYC), tumor protein 53 (TP53), Interleukin 6 (IL6), and tumor necrosis factor (TNF) provides a promising foundation for the development of targeted therapies in the treatment of non-communicable diseases. CONCLUSION: These results show that G. italicus could be a natural source of potent antioxidants and enzyme inhibitors which need to be further explored for the development of biopharmaceuticals.
Q1_database_algorithm_instability	31	40228216	2025	B	Contains a usable database or algorithm reliability observation.	docking_or_MD_misread_as_empirical_validation;generic_limitation_or_sensitivity_word	docking_only;method_weak;network_pharmacology	Mechanistic Study of Chaga Medicinal Mushroom Inonotus obliquus (Agaricomycetes) Phenolic Compounds in the Treatment of Liver Cancer: A Database and Simulation Approach.	Inonotus obliquus is a large fungus with high phenolic content that has demonstrated promising potential for the treatment of liver cancer. However, studies investigating its mechanism of action in the treatment of liver cancer are scarce. To explore its mechanism of action, network pharmacology was used to collect phenolic compounds from I. obliquus, identify potential targets related to liver cancer, and examine their association with relevant signaling pathways. Moreover, molecular docking was conducted to explore the binding abilities between the phenolic compounds of I. obliquus and core targets. Finally, molecular dynamics simulations were performed to assess the binding stability of protein-ligand complexes. A total of 22 phenolic compounds were identified in I. obliquus in the CNKI database. The 10 core targets in the PPI network included VEGFA, CTNNB1, KDR, VAV3, VAV2, CDC42, TP53, CBL, CCND1 and CDK2, all of which were primarily related to tumor angiogenesis, invasion, migration and cell cycle. GO analysis yielded 1487 biological processes, 99 cellular components, and 207 molecular functions. Meanwhile, KEGG enrichment analysis identified 103 signaling pathways, of which the MAPK pathway had the most annotated targets. Additionally, the results of molecular docking indicated that phenolic compounds in I. obliquus could effectively bind to the 10 core targets in the PPI network, with the lowest overall binding energy observed for the target CDK2. Finally, the results of molecular dynamics simulation demonstrated that over 100 ns, the phenolic compounds in I. obliquus, namely hesperetin, quercetin, isorhamnetin-3-O-glucoside, and rutin, could stably bind to the target CDK2. Overall, these findings indicated that phenolic compounds in I. obliquus regulate the proliferative, migratory and invasive abilities of liver cancer cells through multiple targets and signaling pathways. This study provides a scientific reference for the development of I. obliquus phenolic compounds as therapeutic agents for liver cancer.
Q1_database_algorithm_instability	32	38859781	2025	B	Contains a usable database or algorithm reliability observation.	generic_limitation_or_sensitivity_word	measured_exposure;method_weak;network_pharmacology	Diabetes-compound Relationship Identification based on Complex-valued Flexible Neural Tree and Negative Sample Selection Algorithm.	BACKGROUND: Virtual screening (VS) could select possible effective candidates from a large number of organic compounds, which plays an important role in network pharmacology. Virtual screening is a very important step in network pharmacology. OBJECTIVE: The accuracy of screening compounds directly determines the subsequent network construction, target determination and pathway analysis. In order to improve the accuracy of screening the important compounds in herbs for treating diabetes, a novel methodology based on complex-valued flexible neural tree (CVFNT) model and negative sample selection algorithm is presented. METHODS: In our method, diabetes-related targets were obtained by literature search. According to diabetes-related targets, active compounds were searched from the public database. The negative sample selection algorithm based on Tanimoto index was proposed to establish inactive compound set. The CVFNT model optimized was utilized to screen effective candidate compounds. RESULT: Our proposed method performs better than eight classical classifiers in terms of TPR, FPR, Precision, Specificity, F1, AUC and ROC curve. Our method could also predict 18 compounds from Liangxue Sanyu Decoction, which are involved in the treatment of diabetes. CONCLUSION: Our proposed method could effectively improve the identification accuracy of diabetes- related compounds, enhance the performance of network pharmacology analysis, and provide a new idea for drug research and development for the treatment and prevention of diabetes.
Q1_database_algorithm_instability	33	38558274	2024	C	Uses the field terminology but does not directly compare data or algorithms.	generic_in_vivo_in_vitro_or_validation_without_target_test;docking_or_MD_misread_as_empirical_validation;generic_limitation_or_sensitivity_word	docking_only;generic_experiment;network_pharmacology	Assessing the Chemical Profile and Biological Potentials of Tamarix aphylla (L.) H.Karst. and Tamarix senegalensis DC. by In Vitro, In Silico, and Network Methodologies.	The present study aimed to investigate the chemical profile, antioxidant, and enzyme inhibition properties of extracts from fruits and aerial parts (leaves and twigs) of Tamarix aphylla and T. senegalensis. Hexane, dichloromethane, ethyl acetate (EtOAc), and methanol extracts were prepared sequentially by maceration. Results revealed that EtOAc extracts of T. senegalensis and T. aphylla fruits contained the highest total phenolic content (113.74 and 111.21 mg GAE/g) while that of T. senegalensis (38.47 mg RE/g) recorded the highest total flavonoids content. Among the quantified compounds; ellagic, gallic, 3-hydroxybenzoic, caffeic, syringic, p-coumaric acids, isorhamnetin, procyanidin B2, and kaempferol were the most abundant compounds in the two species. EtOAc extracts of the two organs of T. senegalensis in addition to MeOH extract of T. aphylla aerial parts displayed the highest chelating power (21.00-21.30 mg EDTAE/g, p > 0.05). The highest anti-AChE (3.11 mg GALAE/g) and anti-BChE (3.62 mg GALAE/g) activities were recorded from the hexane and EtOAc extracts of T. senegalensis aerial parts and fruits, respectively. EtOAc extracts of the fruits of the two species exerted the highest anti-tyrosinase (anti-Tyr) activity (99.44 and 98.65 mg KAE/g, p > 0.05). Also, the EtOAc extracts of the both organs of the two species exhibited highest anti-glucosidase activity (0.88-0.90 mmol ACAE/g, p > 0.05) while the best anti-α-amylase activity was recorded from the dichloromethane extract of T. senegalensis fruits (0.74 mmol ACAE/g). In this study, network pharmacology was employed to examine the connection between compounds from Tamarix and their potential effectiveness against Alzheimer's disease. The compounds demonstrated potential interactions with pivotal genes including APP, GSK3B, and CDK5, indicating a therapeutic potential. Molecular docking was carried out to understand the binding mode and interaction of the compounds with the target enzymes. Key interactions observed, such as H-bonds, promoted the binding, and weaker ones, such as van der Waals attractions, reinforced it. These findings suggest that these two Tamarix species possess bioactive properties with health-promoting effects.
Q1_database_algorithm_instability	34	39434897	2024	B	Contains a usable database or algorithm reliability observation.	docking_or_MD_misread_as_empirical_validation;generic_limitation_or_sensitivity_word	context;docking_only;method_weak;network_pharmacology	From Life's Essential 8 to metabolic syndrome: insights from NHANES database and network pharmacology analysis of quercetin.	BACKGROUND: Metabolic syndrome (MetS), or syndrome X, is a collection of metabolic illnesses that affect the body's health, particularly insulin resistance and obesity. The prevalence of MetS is on the rise, particularly among younger individuals. Quercetin, a natural flavonoid found in many traditional Chinese medicines, can impact various pathways to disrupt the pathological advancement of MetS with few negative effects. The American Heart Association recently introduced a cardiovascular health assessment termed Life's Essential 8 (LE8), which might impact the treatment of MetS. METHODS: Quercetin targets and their functions in MetS pathways were identified using a network pharmacology method and molecular docking techniques. The study examined quercetin's direct and indirect interactions with proteins linked to the pathogenic processes of MetS. Data were collected regarding the American Heart Association's LE8 cardiovascular health indicators, which include health behaviors (diet, physical activity, nicotine exposure, and sleep) and health factors (body mass index, non-high-density lipoprotein cholesterol, blood glucose, and blood pressure). The study assessed the connection between LE8 and the occurrence of MetS, taking into account dietary quercetin consumption as a variable of interest. RESULTS: The negative correlation between MetS and LE8 indicates that individuals with higher LE8 scores are less likely to develop MetS. Individuals in the fully adjusted highest group (LE8 ≥ 80) demonstrated a 79% lower likelihood of developing MetS than those in the lowest group (OR = 0.21; 95% CI, 0.17-0.26, p < 0.0001). Network pharmacology and molecular docking results show that quercetin may exert its therapeutic effects by modulating various biological response processes, including those related to xenobiotic stimuli, bacterial molecules, lipopolysaccharides, and oxidative stimuli. These processes involve key pathways associated with diabetic complications, such as the AGE-RAGE signaling pathway, pathways related to diabetic complications, and pathways involved in lipids and atherosclerosis. Therefore, quercetin may reduce cardiovascular risk, improve glucose-lipid metabolism, and alleviate insulin resistance and other biological processes by influencing multiple aspects of the lipid profile, blood glucose, and insulin resistance, ultimately impacting the links between LE8 score and MetS. CONCLUSION: This study discovered that an optimal LE8 score is a marker of adopting a lifestyle of wellness and is connected with a reduced likelihood of developing MetS. Quercetin acts on core targets such as IL6, BCL2, TP53, IL1B, MAPK1, and CCL2, and then plays a therapeutic role in regulating lipid metabolism, anti-inflammation, immunomodulation, autophagy, etc., through the pathways of diabetic complications, lipids, atherosclerosis, etc., and has the characteristics of multi-targets, multi-pathways, and multi-functions in regulating interventions for MetS.
Q1_database_algorithm_instability	35	39289763	2024	B	Contains a usable database or algorithm reliability observation.	generic_in_vivo_in_vitro_or_validation_without_target_test;docking_or_MD_misread_as_empirical_validation;generic_limitation_or_sensitivity_word	context;docking_only;generic_experiment;method_weak;network_pharmacology	Mechanism of norcantharidin intervention in gastric cancer: analysis based on antitumor proprietary Chinese medicine database, network pharmacology, and transcriptomics.	BACKGROUND: Combining antitumor proprietary Chinese medicine (pCm) with radiotherapy and chemotherapy can effectively improve tumor cure rates and enhance patients' quality of life. Gastric cancer (GC) severely endangers public health. Despite satisfactory therapeutic effects achieved by using antitumor pCm to treat GC, its underlying mechanism remains unclear. OBJECTIVE: To integrate existing research data, construct a database of antitumor pCm, and study the intervention mechanisms in GC by focusing on their monomer components. METHODS: We constructed an antitumor pCm database based on China's medical insurance catalog, and employed network pharmacology, molecular docking methods, cell experiments, transcriptomics, and bioinformatics to investigate the intervention mechanisms of effective pCm components for GC. RESULTS: The study built an antitumor pCm database including 55 pCms, 171 Chinese herbal medicines, 1955 chemical components, 2104 targets, and 32 disease information. Network pharmacology and molecular docking technology identified norcantharidin as an effective component of antitumor pCm. In vitro experiments showed that norcantharidin effectively inhibited GC cell proliferation, migration, and invasion; blocked the G2/M cell cycle phase; and induced GC cell apoptosis. Transcriptomic results revealed that norcantharidin affected biological processes, such as cell adhesion, migration, and inflammatory responses by influencing PI3K-AKT, NF-κB, JAK-STAT, TNF-α signaling pathways, and EMT-related pathways. Core molecules of norcantharidin involved in GC intervention include SERPINE1, SHOX2, SOX4, PRDM1, TGFR3, TOX, PAX9, IL2RB, LAG3, and IL15RA. Additionally, the key target SERPINE1 was identified using bioinformatics methods. CONCLUSION: Norcantharidin, as an effective component of anti-tumor pCm, exerts its therapeutic effects on GC by influencing biological processes such as cell adhesion, migration, and inflammation. This study provides a foundation and research strategy for the post-marketing re-evaluation of antitumor pCms.
Q1_database_algorithm_instability	36	39049631	2024	B	Contains a usable database or algorithm reliability observation.	docking_or_MD_misread_as_empirical_validation;generic_limitation_or_sensitivity_word	docking_only;method_weak;network_pharmacology	Mechanism of mangiferin in the treatment of oral submucous fibrosis based on Gene Expression Omnibus database chip mining combined with network pharmacology and molecular docking.	OBJECTIVES: This study aims to investigate the primary target and potential mechanism of mangiferin (MF) in treating oral submucous fibrosis (OSF) through Gene Expression Omnibus (GEO) database chip mining, network pharmacology, and molecular docking techniques. METHODS: Potential therapeutic targets for OSF were identified using GEO chip data. The potential targets of MF were predicted, and disease-related targets for OSF were collected from databases. A Venn diagram was created using the EVenn platform to identify overlapping targets. The protein-protein interaction (PPI) network was constructed using the STRING database. Gene ontology (GO) and Kyoto Encyclopedia of Genes and Genomes (KEGG) enrichment analyses were performed using the DAVID platform. Cytoscape 3.10.1 software was used to visualize a drug-target-pathway-disease network, while AutoDocktools 1.5.6 software was employed for molecular docking analysis. RESULTS: A total of 356 potential targets for MF and 360 disease-related targets for OSF were obtained from multiple databases. The top 15 key target proteins in the PPI network were selected as significant candidates. GO function and KEGG pathway enrichment analyses revealed that MF treatment primarily involved advanced glycation end products-receptor (AGE-RAGE), epidermal growth factor receptor (EGFR), and other signaling pathways associated with OSF pathogenesis. Molecular docking analysis demonstrated that MF exhibited a strong binding activity toward AKT serine kinase 1 (AKT1), tumor necrosis factor (TNF), and other core targets. CONCLUSIONS: These findings suggest that MF may exert its therapeutic effects on OSF through a multitarget approach involving various signaling pathways.
Q1_database_algorithm_instability	37	39011417	2024	B	Contains a usable database or algorithm reliability observation.	generic_in_vivo_in_vitro_or_validation_without_target_test;docking_or_MD_misread_as_empirical_validation;generic_limitation_or_sensitivity_word	docking_only;generic_experiment;method_weak;network_pharmacology	Mechanisms of Zhixiao Tang on Anti-Inflammatory Multiple Targets and Multiple Components: Metabonomics Combined with Database Mining Technology.	PURPOSE: Zhixiao Tang (ZXT), a traditional Chinese compound prescription, has been used clinically to treat pneumonia in China. However, the underlying mechanism of ZXT treatment in pneumonia is still unclear. The present study aimed to reveal the potential mechanism of ZXT in pneumonia using a strategy combining metabolomics and network pharmacology. METHODS: Initially, the chemical compositions were identified by UPLC-QE-Orbitrap-MS, while the prediction of potential signal pathways was performed through network pharmacology. To assess the anti-inflammatory properties of ZXT in the context of pneumonia, models of 16HBE cells induced by LPS and zebrafish induced by CuSO4 were established to measure levels of inflammatory markers and apoptosis. Subsequently, the differential changes of endogenous metabolites in cells caused by ZXT were examined using metabolomics technology, and the molecular docking analysis of key targets was carried out using Autodock Vina software. Ultimately, the validation of the primary pathways and targets was conducted through quantitative RT-PCR and Western blot techniques. RESULTS: A total of 75 compounds were identified through UPLC-QE-Orbitrap-MS analyses. Network pharmacological analysis shows that it plays an anti-inflammatory role in C-type lectin receptor signaling pathway. After ZXT intervention, the inflammatory factors and apoptosis in cells were significantly reduced. Metabonomics analysis showed that 18 metabolites changed significantly. Four key genes were identified, which exhibited partial compatibility with the findings of network pharmacology. Molecular docking analysis confirmed the substantial affinity of the primary targets for ZXT. Furthermore, ZXT exerted a suppressive effect on neutrophil migration, down-regulated the expression of pro-inflammatory cytokine genes, and inhibited the up-regulation of the Dectin-1/SYK/NF-κB signaling pathway. In vivo cell experiments also yielded consistent experimental outcomes. CONCLUSION: This study enhances comprehension of the pharmacological mechanism underlying ZXT's efficacy in pneumonia treatment, thereby establishing a scholarly basis for future research and clinical utilization of ZXT in pneumonia management.
Q1_database_algorithm_instability	38	38845574	2024	B	Contains a usable database or algorithm reliability observation.	predicted_ADME_or_PK_mimics_measured_exposure;generic_in_vivo_in_vitro_or_validation_without_target_test;generic_limitation_or_sensitivity_word	context;generic_experiment;method_weak;network_pharmacology;predicted_exposure	Exploring the cytotoxic potential of biflavones of Araucaria cunninghamii: Precise identification combined by LC-HRMS-metabolomics and database mining, targeted isolation, network pharmacology, in vitro cytotoxicity, and docking studies.	The leaves of Araucaria cunninghamii are known to be nonedible and toxic. Previous studies have identified biflavones in various Araucaria species. This study aimed to investigate the in vitro cytotoxicity of the isolated compounds from Araucaria cunninghamii after metabolomics and network pharmacological analysis. Methanol extract of Araucaria cunninghamii leaves was subjected to bioassay-guided fractionation. The active fraction was analyzed using LC-HRMS, through strategic database mining, by comparing the data to the Dictionary of Natural Products to identify 12 biflavones, along with abietic acid, beta-sitosterol, and phthalate. Eight compounds were screened for network pharmacology study, where in silico ADME analysis, prediction of gene targets, compound-gene-pathway network and hierarchical network analysis, protein-protein interaction, KEGG pathway, and Gene Ontology analyses were done, that showed PI3KR1, EGFR, GSK3B, and ABCB1 as the common targets for all the compounds that may act in the gastric cancer pathway. Simultaneously, four biflavones were isolated via chromatography and identified through NMR as dimeric apigenin with varying methoxy substitutions. Cytotoxicity study against the AGS cell line for gastric cancer showed that AC1 biflavone (IC50 90.58 μM) exhibits the highest cytotoxicity and monomeric apigenin (IC50 174.5 μM) the lowest. Besides, the biflavones were docked to the previously identified targets to analyze their binding affinities, and all the ligands were found to bind with energy ≤-7 Kcal/mol.
Q1_database_algorithm_instability	39	38701592	2024	B	Contains a usable database or algorithm reliability observation.	generic_limitation_or_sensitivity_word	method_weak;network_pharmacology	DTNPD: A comprehensive database of drugs and targets for neurological and psychiatric disorders.	In response to the shortcomings in data quality and coverage for neurological and psychiatric disorders (NPDs) in existing comprehensive databases, this paper introduces the DTNPD database, specifically designed for NPDs. DTNPD contains detailed information on 30 NPDs types, 1847 drugs, 514 drug targets, 64 drug combinations, and 61 potential target combinations, forming a network with 2389 drug-target associations. The database is user-friendly, offering open access and downloadable data, which is crucial for network pharmacology studies. The key strength of DTNPD lies in its robust networks of drug and target combinations, as well as drug-target networks, facilitating research and development in the field of NPDs. The development of the DTNPD database marks a significant milestone in understanding and treating NPDs. For accessing the DTNPD database, the primary URL is http://dtnpd.cnsdrug.com, complemented by a mirror site available at http://dtnpd.lyhbio.com.
Q1_database_algorithm_instability	40	38471316	2024	A	Direct database, algorithm, coverage, overlap, benchmark, or reproducibility evidence.		context;method_strong;method_weak;network_pharmacology	TCMSSD: A comprehensive database focused on syndrome standardization.	BACKGROUD: Quantitative and standardized research on syndrome differentiation has always been at the forefront of modernizing Traditional Chinese Medicine (TCM) theory. However, the majority of existing databases primarily concentrate on the network pharmacology of herbal prescriptions, and there are limited databases specifically dedicated to TCM syndrome differentiation. PURPOSE: In response to this gap, we have developed the Traditional Chinese Medical Syndrome Standardization Database (TCMSSD, http://tcmssd.ratcm.cn). METHODS: TCMSSD is a comprehensive database that gathers data from various sources, including TCM literature such as TCM Syndrome Studies (Zhong Yi Zheng Hou Xue) and TCM Internal Medicine (Zhong Yi Nei Ke Xue) and various public databases such as TCMID and ETCM. In our study, we employ a deep learning approach to construct the knowledge graph and utilize the BM25 algorithm for syndrome prediction. RESULTS: The TCMSSD integrates the essence of TCM with the modern medical system, providing a comprehensive collection of information related to TCM. It includes 624 syndromes, 133,518 prescriptions, 8,073 diseases (including 1,843 TCM-specific diseases), 8,259 Chinese herbal medicines, 43,413 ingredients, 17,602 targets, and 8,182 drugs. By analyzing input data and comparing it with the patterns and characteristics recorded in the database, the syndrome prediction tool generates predictions based on established correlations and patterns. CONCLUSION: The TCMSSD fills the gap in existing databases by providing a comprehensive resource for quantitative and standardized research on TCM syndrome differentiation and laid the foundation for research on the biological basis of syndromes.
Q1_database_algorithm_instability	41	38738181	2024	D	Does not substantively match the path goal.	network_pharmacology_phrase_not_substantive	context;method_strong;review	A critical assessment of Traditional Chinese Medicine databases as a source for drug discovery.	Traditional Chinese Medicine (TCM) has been used for thousands of years to treat human diseases. Recently, many databases have been devoted to studying TCM pharmacology. Most of these databases include information about the active ingredients of TCM herbs and their disease indications. These databases enable researchers to interrogate the mechanisms of action of TCM systematically. However, there is a need for comparative studies of these databases, as they are derived from various resources with different data processing methods. In this review, we provide a comprehensive analysis of the existing TCM databases. We found that the information complements each other by comparing herbs, ingredients, and herb-ingredient pairs in these databases. Therefore, data harmonization is vital to use all the available information fully. Moreover, different TCM databases may contain various annotation types for herbs or ingredients, notably for the chemical structure of ingredients, making it challenging to integrate data from them. We also highlight the latest TCM databases on symptoms or gene expressions, suggesting that using multi-omics data and advanced bioinformatics approaches may provide new insights for drug discovery in TCM. In summary, such a comparative study would help improve the understanding of data complexity that may ultimately motivate more efficient and more standardized strategies towards the digitalization of TCM.
